#chan	code	gain	vt50	innse	comment
   0	     0	79.7	150.3	 606	OK
   1	     0	75.0	140.7	 602	OK
   2	     0	76.1	145.9	 592	OK
   3	     0	76.5	146.6	 590	OK
   4	     0	75.3	143.7	 583	OK
   5	     0	75.7	143.1	 601	OK
   6	     0	77.0	148.2	 604	OK
   7	     0	75.2	145.0	 606	OK
   8	     0	74.2	141.3	 598	OK
   9	     0	75.5	145.1	 621	OK
  10	     0	74.6	142.5	 626	OK
  11	     0	76.2	144.0	 607	OK
  12	     0	75.8	144.7	 640	OK
  13	     0	73.9	141.9	 621	OK
  14	     0	74.4	143.1	 645	OK
  15	     0	74.2	142.4	 652	OK
  16	     0	76.3	145.1	 649	OK
  17	     0	76.0	146.0	 638	OK
  18	     0	76.0	146.9	 643	OK
  19	     0	77.1	147.4	 635	OK
  20	     0	73.3	141.5	 661	OK
  21	     0	74.0	143.4	 660	OK
  22	     0	76.1	146.1	 661	OK
  23	     0	74.8	141.3	 661	OK
  24	     0	76.1	144.4	 662	OK
  25	     0	75.8	143.9	 658	OK
  26	     0	77.7	146.7	 648	OK
  27	     0	76.9	146.6	 664	OK
  28	     0	75.9	142.2	 652	OK
  29	     0	78.2	148.6	 640	OK
  30	     0	76.5	145.5	 656	OK
  31	     0	74.8	144.3	 649	OK
  32	     0	73.9	142.5	 652	OK
  33	     0	76.7	145.9	 630	OK
  34	     0	75.4	142.3	 655	OK
  35	     0	76.5	145.9	 647	OK
  36	     0	73.7	139.7	 664	OK
  37	     0	76.7	143.9	 653	OK
  38	     0	76.0	145.7	 638	OK
  39	     0	77.2	146.1	 655	OK
  40	     0	74.0	141.2	 648	OK
  41	     0	74.1	140.9	 650	OK
  42	     0	75.8	144.5	 661	OK
  43	     0	76.1	144.8	 654	OK
  44	     0	76.7	146.5	 676	OK
  45	     0	76.4	145.6	 636	OK
  46	     0	72.8	139.1	 649	OK
  47	     0	73.2	140.0	 645	OK
  48	     0	75.2	144.7	 679	OK
  49	     0	75.2	145.6	 664	OK
  50	     0	78.2	147.8	 655	OK
  51	     0	77.3	145.9	 655	OK
  52	     0	75.6	142.4	 667	OK
  53	     0	77.4	147.2	 673	OK
  54	     0	77.8	148.2	 657	OK
  55	     0	74.2	142.6	 666	OK
  56	     0	77.3	145.1	 648	OK
  57	     0	76.1	143.5	 661	OK
  58	     0	76.3	144.8	 664	OK
  59	     0	78.1	149.2	 654	OK
  60	     0	76.1	145.9	 659	OK
  61	     0	77.4	147.9	 667	OK
  62	     0	76.8	147.4	 658	OK
  63	     0	75.4	142.4	 635	OK
  64	     0	74.8	144.6	 621	OK
  65	     0	77.4	145.5	 641	OK
  66	     0	77.3	144.5	 663	OK
  67	     0	77.4	148.7	 656	OK
  68	     0	76.8	146.2	 663	OK
  69	     0	73.9	142.7	 625	OK
  70	     0	76.3	142.6	 641	OK
