#chan	code	gain	vt50	innse	comment
   0	     0	82.2	151.0	 674	OK
   1	     0	81.0	151.3	 646	OK
   2	     0	78.8	146.5	 651	OK
   3	     0	77.8	146.1	 678	OK
   4	     0	78.7	147.1	 657	OK
   5	     0	79.4	146.7	 666	OK
   6	     0	78.4	146.5	 665	OK
   7	     0	80.2	150.6	 672	OK
   8	     0	77.4	145.5	 667	OK
   9	     0	81.6	150.6	 678	OK
  10	     0	75.4	142.3	 680	OK
  11	     0	77.1	144.7	 673	OK
  12	     0	79.1	148.6	 665	OK
  13	     0	77.1	146.1	 688	OK
  14	     0	77.1	143.1	 679	OK
  15	     0	78.2	147.8	 690	OK
  16	     0	75.9	141.1	 680	OK
  17	     0	79.0	147.0	 678	OK
  18	     0	75.8	142.8	 677	OK
  19	     0	79.3	146.4	 668	OK
  20	     0	75.1	142.2	 675	OK
  21	     0	77.1	145.4	 679	OK
  22	     0	75.4	144.4	 706	OK
  23	     0	77.9	145.5	 691	OK
  24	     0	78.0	146.3	 682	OK
  25	     0	79.5	150.1	 700	OK
  26	     0	75.0	140.4	 678	OK
  27	     0	77.1	144.7	 675	OK
  28	     0	78.8	148.1	 688	OK
  29	     0	78.0	146.7	 690	OK
  30	     0	76.4	143.7	 697	OK
  31	     0	78.8	146.3	 690	OK
  32	     0	79.7	147.6	 686	OK
  33	     0	77.8	145.4	 688	OK
  34	     0	77.4	144.6	 706	OK
  35	     0	77.8	146.9	 689	OK
  36	     0	76.2	144.1	 702	OK
  37	     0	78.8	147.3	 679	OK
  38	     0	77.5	145.2	 705	OK
  39	     0	78.6	145.4	 712	OK
  40	     0	77.0	144.4	 703	OK
  41	     0	77.9	147.4	 707	OK
  42	     0	76.5	144.7	 704	OK
  43	     0	77.8	146.3	 730	OK
  44	     0	79.4	150.1	 700	OK
  45	     0	77.6	144.2	 686	OK
  46	     0	78.8	147.1	 710	OK
  47	     0	77.8	146.4	 705	OK
  48	     0	76.4	144.3	 694	OK
  49	     0	77.6	145.4	 692	OK
  50	     0	77.4	145.4	 713	OK
  51	     0	79.1	147.8	 711	OK
  52	     0	76.3	142.3	 684	OK
  53	     0	78.4	146.4	 713	OK
  54	     0	77.3	147.3	 717	OK
  55	     0	78.2	147.0	 712	OK
  56	     0	77.0	145.0	 723	OK
  57	     0	76.6	144.7	 713	OK
  58	     0	77.2	145.8	 712	OK
  59	     0	76.4	146.3	 728	OK
  60	     0	78.9	148.6	 719	OK
  61	     0	78.5	147.2	 717	OK
  62	     0	80.3	152.4	 711	OK
  63	     0	78.4	146.4	 730	OK
  64	     0	80.4	150.0	 702	OK
  65	     0	80.3	151.3	 716	OK
  66	     0	77.1	143.5	 708	OK
  67	     0	78.5	148.3	 704	OK
  68	     0	79.3	148.1	 712	OK
  69	     0	79.5	146.6	 703	OK
  70	     0	78.1	147.8	 717	OK
  71	     0	77.6	146.8	 705	OK
  72	     0	77.2	145.9	 704	OK
  73	     0	78.8	145.9	 701	OK
  74	     0	77.1	145.1	 721	OK
  75	     0	77.6	145.1	 702	OK
  76	     0	78.1	146.4	 708	OK
  77	     0	78.2	146.0	 700	OK
  78	     0	75.5	143.0	 697	OK
  79	     0	75.8	142.8	 710	OK
  80	     0	80.3	148.6	 688	OK
  81	     0	76.0	142.5	 719	OK
  82	     0	77.0	145.2	 721	OK
  83	     0	77.0	144.5	 702	OK
  84	     0	79.5	149.4	 692	OK
  85	     0	78.9	148.4	 686	OK
  86	     0	77.8	148.9	 715	OK
  87	     0	76.5	142.2	 691	OK
  88	     0	77.8	146.8	 705	OK
  89	     0	79.2	148.0	 695	OK
  90	     0	77.2	143.1	 714	OK
  91	     0	77.3	143.9	 697	OK
  92	     0	75.7	142.5	 717	OK
  93	     0	77.8	146.0	 697	OK
  94	     0	77.3	147.7	 698	OK
  95	     0	78.5	146.1	 695	OK
  96	     0	75.2	142.5	 690	OK
  97	     0	75.5	141.1	 682	OK
  98	     0	76.9	144.1	 692	OK
  99	     0	79.1	146.1	 674	OK
 100	     0	77.0	144.5	 698	OK
 101	     0	78.7	146.8	 702	OK
 102	     0	78.6	147.0	 695	OK
 103	     0	79.0	146.6	 690	OK
 104	     0	76.8	142.6	 708	OK
 105	     0	79.5	147.6	 683	OK
 106	     0	75.7	143.4	 701	OK
 107	     0	78.1	145.3	 698	OK
 108	     0	79.2	149.4	 681	OK
 109	     0	80.0	150.2	 687	OK
 110	     0	80.5	149.9	 702	OK
 111	     0	77.9	144.7	 701	OK
 112	     0	78.3	145.9	 702	OK
 113	     0	79.6	150.0	 688	OK
 114	     0	80.2	151.0	 672	OK
 115	     0	79.6	147.0	 675	OK
 116	     0	77.2	144.7	 691	OK
 117	     0	77.2	144.9	 701	OK
 118	     0	80.1	148.6	 668	OK
 119	     0	78.5	147.5	 704	OK
 120	     0	79.1	147.2	 678	OK
 121	     0	77.2	144.6	 690	OK
 122	     0	76.7	145.2	 695	OK
 123	     0	81.1	151.8	 686	OK
 124	     0	79.7	148.1	 688	OK
 125	     0	79.4	147.0	 683	OK
 126	     0	78.0	143.4	 686	OK
 127	     0	81.4	151.0	 688	OK
 128	     0	76.5	143.5	 683	OK
 129	     0	78.5	148.0	 697	OK
 130	     0	76.9	145.1	 677	OK
 131	     0	76.9	142.9	 670	OK
 132	     0	78.4	147.3	 677	OK
 133	     0	75.3	142.3	 688	OK
 134	     0	73.7	139.0	 672	OK
 135	     0	74.0	140.2	 690	OK
 136	     0	73.8	140.1	 691	OK
 137	     0	76.2	142.7	 672	OK
 138	     0	75.7	140.9	 679	OK
 139	     0	74.6	140.9	 674	OK
 140	     0	75.7	142.7	 690	OK
 141	     0	73.6	138.2	 693	OK
 142	     0	74.3	137.9	 668	OK
 143	     0	75.0	139.6	 661	OK
 144	     0	75.1	140.9	 684	OK
 145	     0	73.6	138.8	 676	OK
 146	     0	74.7	139.4	 679	OK
 147	     0	73.9	140.5	 686	OK
 148	     0	74.2	139.6	 680	OK
 149	     0	72.5	136.1	 666	OK
 150	     0	72.3	136.4	 690	OK
 151	     0	75.0	140.9	 691	OK
 152	     0	73.3	140.7	 665	OK
 153	     0	73.8	139.3	 673	OK
 154	     0	75.4	142.0	 700	OK
 155	     0	73.5	139.8	 670	OK
 156	     0	72.3	138.0	 672	OK
 157	     0	72.7	138.6	 692	OK
 158	     0	71.2	135.6	 678	OK
 159	     0	74.0	141.0	 688	OK
 160	     0	73.2	138.7	 677	OK
 161	     0	72.4	138.5	 695	OK
 162	     0	76.4	143.1	 679	OK
 163	     0	73.6	139.3	 693	OK
 164	     0	74.0	140.5	 683	OK
 165	     0	74.5	138.3	 692	OK
 166	     0	73.9	140.1	 699	OK
 167	     0	71.0	134.7	 689	OK
 168	     0	75.6	142.5	 693	OK
 169	     0	76.7	143.0	 681	OK
 170	     0	74.6	141.5	 680	OK
 171	     0	76.4	142.1	 704	OK
 172	     0	72.1	135.5	 685	OK
 173	     0	73.3	139.5	 691	OK
