#chan	code	gain	vt50	innse	comment
   0	     0	77.4	147.7	 597	OK
   1	     0	72.8	141.2	 609	OK
   2	     0	74.2	142.5	 601	OK
   3	     0	74.3	142.8	 599	OK
   4	     0	73.2	140.3	 597	OK
   5	     0	73.4	143.5	 619	OK
   6	     0	75.2	145.5	 633	OK
   7	     0	73.1	141.5	 625	OK
   8	     0	71.9	138.4	 627	OK
   9	     0	73.3	140.7	 625	OK
  10	     0	72.5	139.4	 621	OK
  11	     0	74.1	141.1	 630	OK
  12	     0	73.6	142.0	 638	OK
  13	     0	71.7	138.6	 629	OK
  14	     0	72.2	139.1	 647	OK
  15	     0	72.3	139.6	 656	OK
  16	     0	74.4	143.7	 658	OK
  17	     0	74.1	143.8	 664	OK
  18	     0	73.4	142.6	 669	OK
  19	     0	74.9	144.3	 652	OK
  20	     0	70.9	136.8	 661	OK
  21	     0	71.3	135.3	 649	OK
  22	     0	73.8	143.5	 657	OK
  23	     0	72.8	138.6	 653	OK
  24	     0	73.3	141.4	 651	OK
  25	     0	73.9	141.9	 671	OK
  26	     0	75.4	143.1	 671	OK
  27	     0	74.7	142.7	 645	OK
  28	     0	73.9	142.1	 643	OK
  29	     0	75.6	144.9	 694	OK
  30	     0	74.4	140.1	 651	OK
  31	     0	72.4	138.0	 654	OK
  32	     0	71.8	138.9	 658	OK
  33	     0	74.6	141.3	 649	OK
  34	     0	72.8	138.1	 643	OK
  35	     0	74.5	143.0	 648	OK
  36	     0	71.5	136.4	 651	OK
  37	     0	74.7	140.5	 630	OK
  38	     0	73.9	142.5	 665	OK
  39	     0	75.2	142.1	 660	OK
  40	     0	71.9	138.5	 666	OK
  41	     0	71.8	137.9	 666	OK
  42	     0	73.5	141.9	 665	OK
  43	     0	74.0	141.9	 662	OK
  44	     0	74.6	142.6	 653	OK
  45	     0	74.6	142.7	 648	OK
  46	     0	70.2	137.6	 676	OK
  47	     0	70.6	136.7	 662	OK
  48	     0	73.2	141.8	 660	OK
  49	     0	73.3	140.0	 662	OK
  50	     0	76.0	143.7	 656	OK
  51	     0	75.4	142.6	 668	OK
  52	     0	73.5	139.7	 652	OK
  53	     0	75.3	142.8	 666	OK
  54	     0	75.4	144.7	 654	OK
  55	     0	72.0	137.1	 664	OK
  56	     0	75.0	143.5	 665	OK
  57	     0	74.0	140.7	 657	OK
  58	     0	74.3	141.6	 669	OK
  59	     0	75.6	144.9	 657	OK
  60	     0	73.7	142.9	 673	OK
  61	     0	75.2	144.8	 676	OK
  62	     0	74.8	144.3	 676	OK
  63	     0	73.3	139.5	 660	OK
  64	     0	72.6	141.9	 644	OK
  65	     0	74.5	143.8	 664	OK
  66	     0	74.3	141.2	 671	OK
  67	     0	75.3	146.2	 670	OK
  68	     0	74.5	143.5	 663	OK
  69	     0	71.9	136.7	 660	OK
  70	     0	73.2	138.1	 647	OK
  71	     0	72.4	137.8	 662	OK
  72	     0	73.0	138.4	 645	OK
  73	     0	75.3	143.5	 654	OK
  74	     0	71.3	137.0	 655	OK
  75	     0	75.3	143.8	 651	OK
  76	     0	76.0	144.9	 683	OK
  77	     0	73.5	142.3	 673	OK
  78	     0	75.7	144.8	 670	OK
  79	     0	74.9	142.5	 663	OK
  80	     0	73.0	140.7	 656	OK
  81	     0	76.3	146.0	 663	OK
  82	     0	74.5	143.1	 668	OK
  83	     0	75.3	143.0	 665	OK
  84	     0	75.3	143.3	 655	OK
  85	     0	75.2	142.6	 663	OK
  86	     0	75.9	144.1	 657	OK
  87	     0	73.8	141.8	 658	OK
  88	     0	74.5	142.0	 659	OK
  89	     0	76.4	145.3	 671	OK
  90	     0	73.9	140.0	 641	OK
  91	     0	73.3	139.5	 663	OK
  92	     0	71.7	138.5	 661	OK
  93	     0	71.8	138.1	 660	OK
  94	     0	72.8	141.0	 649	OK
