#chan	code	gain	vt50	innse	comment
   0	     0	79.0	110.3	 647	OK
   1	     0	78.3	109.0	 663	OK
   2	     0	76.7	107.0	 651	OK
   3	     0	74.7	103.6	 665	OK
   4	     0	75.9	108.6	 664	OK
   5	     0	76.9	107.6	 670	OK
   6	     0	76.7	107.5	 646	OK
   7	     0	77.5	110.6	 674	OK
   8	     0	74.5	105.7	 660	OK
   9	     0	79.4	109.1	 661	OK
  10	     0	72.2	104.5	 679	OK
  11	     0	74.2	105.9	 665	OK
  12	     0	76.6	109.4	 664	OK
  13	     0	74.2	104.1	 666	OK
  14	     0	73.9	105.2	 658	OK
  15	     0	75.3	106.7	 686	OK
  16	     0	72.7	104.4	 670	OK
  17	     0	76.5	107.7	 661	OK
  18	     0	72.2	103.4	 678	OK
  19	     0	76.5	107.3	 700	OK
  20	     0	71.9	103.9	 685	OK
  21	     0	74.0	104.7	 673	OK
  22	     0	72.3	104.1	 695	OK
  23	     0	74.3	106.6	 685	OK
  24	     0	74.9	106.4	 676	OK
  25	     0	76.9	110.2	 683	OK
  26	     0	71.5	102.7	 673	OK
  27	     0	74.7	104.6	 669	OK
  28	     0	76.6	108.8	 680	OK
  29	     0	75.0	104.3	 683	OK
  30	     0	73.6	103.3	 694	OK
  31	     0	76.7	107.9	 691	OK
  32	     0	76.5	108.2	 694	OK
  33	     0	75.0	106.7	 690	OK
  34	     0	74.3	104.9	 688	OK
  35	     0	73.9	104.0	 672	OK
  36	     0	73.7	106.6	 683	OK
  37	     0	75.6	105.4	 691	OK
  38	     0	74.6	104.3	 691	OK
  39	     0	74.9	105.3	 693	OK
  40	     0	73.7	103.1	 701	OK
  41	     0	75.2	105.2	 684	OK
  42	     0	73.6	103.8	 692	OK
  43	     0	74.7	105.2	 688	OK
  44	     0	76.6	107.3	 693	OK
  45	     0	74.2	105.1	 707	OK
  46	     0	76.0	107.6	 692	OK
  47	     0	75.4	106.7	 677	OK
  48	     0	73.4	103.3	 673	OK
  49	     0	74.2	105.8	 694	OK
  50	     0	74.2	103.3	 688	OK
  51	     0	76.3	105.6	 699	OK
  52	     0	72.8	104.2	 705	OK
  53	     0	75.2	106.3	 705	OK
  54	     0	75.0	105.2	 699	OK
  55	     0	75.2	105.7	 720	OK
  56	     0	74.3	104.0	 706	OK
  57	     0	74.0	106.9	 687	OK
  58	     0	74.4	106.4	 694	OK
  59	     0	73.8	105.4	 692	OK
  60	     0	76.5	107.1	 706	OK
  61	     0	76.5	106.2	 709	OK
  62	     0	77.7	108.6	 709	OK
  63	     0	75.9	107.7	 717	OK
  64	     0	77.4	109.4	 704	OK
  65	     0	77.9	108.5	 691	OK
  66	     0	73.7	106.2	 692	OK
  67	     0	75.4	107.7	 718	OK
  68	     0	74.8	108.0	 703	OK
  69	     0	75.8	105.3	 680	OK
  70	     0	73.8	105.1	 715	OK
  71	     0	74.8	105.2	 692	OK
  72	     0	74.7	106.5	 684	OK
  73	     0	75.6	106.0	 682	OK
  74	     0	73.7	104.2	 681	OK
  75	     0	74.9	107.1	 697	OK
  76	     0	75.9	106.7	 696	OK
  77	     0	75.2	107.0	 696	OK
  78	     0	72.0	102.7	 707	OK
  79	     0	72.6	102.7	 691	OK
