#chan	code	gain	vt50	innse	comment
   0	     0	80.7	150.4	 654	OK
   1	     0	79.7	151.3	 668	OK
   2	     0	77.8	146.3	 654	OK
   3	     0	76.4	142.0	 664	OK
   4	     0	77.5	146.9	 652	OK
   5	     0	78.4	147.1	 662	OK
   6	     0	77.4	146.2	 662	OK
   7	     0	78.8	149.3	 677	OK
   8	     0	76.3	143.6	 657	OK
   9	     0	80.4	149.8	 667	OK
  10	     0	74.0	141.6	 671	OK
  11	     0	75.6	143.8	 660	OK
  12	     0	77.7	145.7	 666	OK
  13	     0	75.4	141.5	 658	OK
  14	     0	75.7	142.9	 664	OK
  15	     0	76.8	145.0	 680	OK
  16	     0	74.7	141.2	 654	OK
  17	     0	77.7	146.9	 668	OK
  18	     0	74.2	137.9	 665	OK
  19	     0	77.9	145.9	 677	OK
  20	     0	73.8	137.8	 656	OK
  21	     0	75.7	142.6	 665	OK
  22	     0	74.2	140.7	 684	OK
  23	     0	76.4	141.2	 676	OK
  24	     0	76.4	144.6	 688	OK
  25	     0	78.2	146.4	 674	OK
  26	     0	73.4	139.1	 670	OK
  27	     0	75.9	142.8	 679	OK
  28	     0	77.7	147.4	 680	OK
  29	     0	76.6	143.0	 703	OK
  30	     0	75.2	140.9	 664	OK
  31	     0	77.7	146.1	 665	OK
  32	     0	78.2	146.3	 690	OK
  33	     0	76.8	145.2	 679	OK
  34	     0	75.9	143.0	 696	OK
  35	     0	76.0	142.3	 687	OK
  36	     0	75.1	141.3	 686	OK
  37	     0	77.3	146.2	 669	OK
  38	     0	76.5	142.0	 701	OK
  39	     0	76.9	143.3	 679	OK
  40	     0	75.6	141.2	 701	OK
  41	     0	76.6	143.3	 701	OK
  42	     0	75.4	144.7	 694	OK
  43	     0	76.4	143.1	 700	OK
  44	     0	77.9	146.4	 682	OK
  45	     0	75.9	142.4	 689	OK
  46	     0	77.4	145.7	 698	OK
  47	     0	76.4	145.2	 695	OK
  48	     0	75.0	140.6	 678	OK
  49	     0	76.2	143.7	 689	OK
  50	     0	76.0	144.5	 686	OK
  51	     0	77.8	146.4	 701	OK
  52	     0	75.0	142.1	 685	OK
  53	     0	76.9	144.7	 687	OK
  54	     0	75.9	143.0	 701	OK
  55	     0	77.0	144.4	 703	OK
  56	     0	75.6	141.6	 709	OK
  57	     0	75.5	142.2	 691	OK
  58	     0	76.0	144.1	 694	OK
  59	     0	75.3	142.4	 686	OK
  60	     0	77.5	146.1	 682	OK
  61	     0	77.5	147.5	 677	OK
  62	     0	79.0	147.7	 701	OK
  63	     0	77.3	145.9	 702	OK
  64	     0	78.7	148.6	 691	OK
  65	     0	78.9	147.9	 700	OK
  66	     0	75.7	143.3	 708	OK
  67	     0	77.2	145.4	 685	OK
  68	     0	77.0	143.5	 699	OK
  69	     0	77.4	147.1	 682	OK
  70	     0	75.9	142.5	 697	OK
  71	     0	76.2	143.0	 688	OK
  72	     0	76.0	144.3	 694	OK
  73	     0	77.2	143.9	 697	OK
  74	     0	75.9	142.1	 698	OK
  75	     0	76.6	144.5	 687	OK
  76	     0	76.9	144.9	 690	OK
  77	     0	76.9	145.4	 691	OK
  78	     0	74.2	139.1	 689	OK
  79	     0	74.5	139.9	 712	OK
  80	     0	78.7	147.1	 700	OK
  81	     0	74.6	142.3	 701	OK
  82	     0	76.0	144.6	 704	OK
  83	     0	76.0	144.7	 683	OK
  84	     0	78.2	146.8	 681	OK
  85	     0	77.2	144.0	 679	OK
  86	     0	76.8	144.4	 700	OK
  87	     0	75.3	141.9	 692	OK
  88	     0	76.3	142.8	 675	OK
  89	     0	78.1	147.8	 686	OK
  90	     0	76.0	145.0	 692	OK
  91	     0	76.0	142.7	 691	OK
  92	     0	74.2	141.2	 701	OK
  93	     0	76.5	142.5	 686	OK
  94	     0	76.1	144.1	 694	OK
  95	     0	77.2	145.7	 675	OK
  96	     0	74.0	138.4	 702	OK
  97	     0	74.1	140.7	 694	OK
