#chan	code	gain	vt50	innse	comment
   0	     0	80.0	111.5	 655	OK
   1	     0	79.3	109.8	 645	OK
   2	     0	77.4	108.4	 640	OK
   3	     0	75.8	104.9	 640	OK
   4	     0	76.8	107.3	 657	OK
   5	     0	78.2	109.1	 636	OK
   6	     0	76.6	108.7	 647	OK
   7	     0	78.3	108.8	 661	OK
   8	     0	75.1	106.4	 673	OK
   9	     0	79.9	110.8	 667	OK
  10	     0	73.1	105.2	 662	OK
  11	     0	74.7	106.7	 672	OK
  12	     0	77.6	110.3	 659	OK
  13	     0	74.9	105.4	 669	OK
  14	     0	74.7	106.5	 665	OK
  15	     0	75.7	107.6	 670	OK
  16	     0	73.5	104.3	 680	OK
  17	     0	77.7	109.6	 659	OK
  18	     0	72.5	105.1	 665	OK
  19	     0	76.9	108.3	 663	OK
  20	     0	72.4	105.0	 666	OK
  21	     0	74.4	105.3	 679	OK
  22	     0	73.3	104.8	 659	OK
  23	     0	75.5	107.4	 667	OK
  24	     0	75.5	107.7	 668	OK
  25	     0	77.4	111.2	 691	OK
  26	     0	72.4	103.8	 669	OK
  27	     0	75.3	106.0	 654	OK
  28	     0	77.2	106.8	 676	OK
  29	     0	75.5	105.6	 686	OK
  30	     0	74.3	104.0	 689	OK
  31	     0	77.0	108.5	 687	OK
  32	     0	77.6	109.0	 679	OK
  33	     0	75.8	108.4	 679	OK
  34	     0	75.1	106.1	 688	OK
  35	     0	75.0	105.6	 687	OK
  36	     0	74.2	104.7	 677	OK
  37	     0	76.4	105.9	 686	OK
  38	     0	75.6	105.6	 697	OK
  39	     0	75.6	107.1	 696	OK
  40	     0	74.1	104.0	 683	OK
  41	     0	75.7	106.2	 688	OK
  42	     0	74.6	104.4	 689	OK
  43	     0	75.2	106.4	 673	OK
  44	     0	77.6	108.0	 688	OK
  45	     0	75.0	106.3	 718	OK
  46	     0	77.2	106.1	 687	OK
  47	     0	75.7	108.1	 687	OK
  48	     0	74.3	104.6	 681	OK
  49	     0	75.4	107.2	 691	OK
  50	     0	74.8	105.4	 695	OK
  51	     0	77.2	109.1	 679	OK
  52	     0	73.7	105.6	 694	OK
  53	     0	76.0	107.3	 705	OK
  54	     0	75.6	106.6	 686	OK
  55	     0	76.0	107.6	 690	OK
  56	     0	74.7	104.6	 686	OK
  57	     0	75.0	108.6	 671	OK
  58	     0	75.2	107.5	 692	OK
  59	     0	74.2	106.9	 698	OK
  60	     0	76.8	108.4	 703	OK
  61	     0	76.8	110.2	 679	OK
  62	     0	78.4	110.1	 695	OK
  63	     0	77.1	108.4	 676	OK
  64	     0	78.1	111.0	 683	OK
  65	     0	78.4	109.8	 678	OK
  66	     0	74.8	107.1	 686	OK
  67	     0	76.6	108.3	 674	OK
  68	     0	75.6	105.7	 679	OK
  69	     0	76.5	109.4	 680	OK
  70	     0	74.9	105.5	 697	OK
  71	     0	75.5	106.4	 681	OK
  72	     0	75.4	107.7	 675	OK
  73	     0	76.2	106.8	 693	OK
  74	     0	74.8	105.2	 689	OK
  75	     0	75.9	107.7	 679	OK
  76	     0	76.9	110.1	 684	OK
  77	     0	75.9	108.0	 695	OK
  78	     0	73.3	103.5	 691	OK
  79	     0	73.3	103.8	 686	OK
  80	     0	77.3	108.9	 685	OK
  81	     0	73.6	105.7	 686	OK
  82	     0	75.6	105.1	 682	OK
  83	     0	74.8	105.4	 677	OK
  84	     0	77.6	108.9	 686	OK
  85	     0	76.4	106.5	 686	OK
  86	     0	76.3	107.1	 685	OK
  87	     0	73.9	105.1	 686	OK
  88	     0	75.2	105.4	 682	OK
  89	     0	77.5	110.1	 679	OK
  90	     0	74.7	105.8	 682	OK
  91	     0	74.9	108.7	 670	OK
  92	     0	73.2	105.6	 688	OK
  93	     0	75.4	105.0	 694	OK
  94	     0	75.4	107.5	 680	OK
  95	     0	76.4	108.0	 689	OK
  96	     0	73.3	103.2	 702	OK
  97	     0	73.0	104.6	 673	OK
  98	     0	73.9	103.0	 668	OK
  99	     0	77.1	107.8	 672	OK
 100	     0	74.2	106.5	 683	OK
 101	     0	76.6	108.8	 679	OK
 102	     0	76.7	107.2	 676	OK
 103	     0	76.6	107.7	 648	OK
 104	     0	75.2	106.1	 698	OK
 105	     0	76.8	106.7	 672	OK
 106	     0	72.8	102.9	 675	OK
 107	     0	76.2	107.1	 671	OK
 108	     0	77.0	110.6	 677	OK
 109	     0	78.0	109.1	 662	OK
 110	     0	77.7	108.8	 673	OK
 111	     0	75.4	107.2	 686	OK
 112	     0	76.1	109.2	 667	OK
 113	     0	77.3	108.4	 664	OK
 114	     0	78.5	109.2	 684	OK
 115	     0	77.5	106.1	 667	OK
 116	     0	74.4	103.8	 663	OK
 117	     0	74.2	104.4	 678	OK
 118	     0	77.7	106.7	 662	OK
 119	     0	76.4	107.3	 675	OK
 120	     0	76.6	108.7	 672	OK
 121	     0	75.2	108.8	 674	OK
 122	     0	74.9	105.6	 675	OK
 123	     0	79.0	110.6	 665	OK
 124	     0	77.6	110.2	 673	OK
 125	     0	77.1	108.6	 669	OK
 126	     0	75.6	105.5	 671	OK
 127	     0	79.2	111.2	 685	OK
 128	     0	72.7	103.3	 699	OK
 129	     0	74.3	103.9	 702	OK
 130	     0	72.7	104.8	 700	OK
 131	     0	72.6	105.2	 703	OK
 132	     0	74.2	105.7	 695	OK
 133	     0	71.7	102.6	 691	OK
 134	     0	69.5	100.4	 694	OK
 135	     0	69.6	100.9	 700	OK
 136	     0	70.1	100.0	 685	OK
 137	     0	72.8	102.7	 693	OK
 138	     0	71.2	101.4	 688	OK
 139	     0	70.6	101.0	 674	OK
 140	     0	71.7	102.6	 681	OK
 141	     0	69.9	99.1	 690	OK
 142	     0	69.3	100.1	 684	OK
 143	     0	70.0	101.5	 708	OK
 144	     0	70.5	100.9	 692	OK
 145	     0	69.6	100.3	 697	OK
 146	     0	70.5	102.2	 694	OK
 147	     0	69.2	98.7	 712	OK
 148	     0	70.4	100.6	 679	OK
 149	     0	67.4	99.7	 684	OK
 150	     0	67.5	97.3	 704	OK
 151	     0	70.4	101.2	 684	OK
 152	     0	68.6	98.5	 694	OK
 153	     0	69.0	100.3	 701	OK
 154	     0	71.1	101.9	 684	OK
 155	     0	69.3	100.5	 673	OK
 156	     0	67.7	97.3	 697	OK
 157	     0	69.1	100.5	 700	OK
 158	     0	66.4	98.0	 685	OK
 159	     0	69.6	99.7	 691	OK
 160	     0	68.4	100.3	 704	OK
 161	     0	67.8	97.6	 699	OK
 162	     0	72.3	102.0	 706	OK
 163	     0	69.9	102.8	 708	OK
 164	     0	69.4	100.2	 685	OK
 165	     0	69.8	99.8	 724	OK
 166	     0	69.6	101.1	 698	OK
 167	     0	66.2	97.1	 702	OK
 168	     0	71.2	102.3	 686	OK
 169	     0	72.9	104.8	 688	OK
 170	     0	70.3	102.2	 701	OK
 171	     0	72.7	101.6	 698	OK
 172	     0	67.4	97.1	 689	OK
 173	     0	68.9	101.0	 716	OK
 174	     0	70.8	102.9	 711	OK
 175	     0	69.9	101.3	 711	OK
 176	     0	70.0	100.3	 718	OK
 177	     0	71.3	100.7	 689	OK
 178	     0	72.3	105.1	 683	OK
 179	     0	69.6	101.5	 696	OK
 180	     0	68.4	100.0	 689	OK
 181	     0	69.4	100.6	 695	OK
 182	     0	73.7	103.3	 708	OK
 183	     0	70.9	102.1	 700	OK
 184	     0	66.2	96.9	 699	OK
 185	     0	68.5	100.7	 694	OK
 186	     0	71.1	102.1	 703	OK
 187	     0	69.7	102.3	 700	OK
 188	     0	69.8	100.2	 706	OK
 189	     0	71.7	103.4	 704	OK
 190	     0	72.9	104.1	 711	OK
 191	     0	72.0	102.2	 709	OK
 192	     0	70.6	101.7	 677	OK
 193	     0	70.0	100.4	 699	OK
 194	     0	70.7	103.2	 714	OK
 195	     0	71.6	103.6	 698	OK
 196	     0	70.0	102.2	 703	OK
 197	     0	71.3	102.9	 717	OK
 198	     0	69.3	101.4	 719	OK
 199	     0	68.3	99.9	 688	OK
 200	     0	69.8	98.9	 707	OK
 201	     0	70.6	101.5	 685	OK
 202	     0	68.6	101.1	 671	OK
 203	     0	68.1	97.7	 701	OK
 204	     0	69.6	100.8	 707	OK
 205	     0	69.2	100.5	 678	OK
 206	     0	67.7	98.0	 718	OK
 207	     0	68.8	99.8	 709	OK
 208	     0	68.5	100.7	 703	OK
 209	     0	69.4	101.0	 686	OK
 210	     0	68.2	99.4	 687	OK
 211	     0	69.3	101.2	 684	OK
 212	     0	68.7	99.4	 680	OK
 213	     0	71.5	102.3	 685	OK
 214	     0	70.6	101.7	 695	OK
 215	     0	68.4	99.9	 683	OK
 216	     0	65.1	97.4	 675	OK
 217	     0	68.4	98.8	 681	OK
 218	     0	68.5	98.2	 687	OK
 219	     0	70.2	100.3	 668	OK
 220	     0	69.2	102.0	 685	OK
 221	     0	68.6	98.9	 671	OK
 222	     0	70.4	101.8	 668	OK
 223	     0	70.6	102.0	 684	OK
 224	     0	68.5	99.2	 678	OK
 225	     0	68.3	100.7	 664	OK
 226	     0	65.3	96.1	 681	OK
 227	     0	71.6	102.1	 662	OK
 228	     0	67.6	99.4	 663	OK
 229	     0	69.9	100.1	 674	OK
 230	     0	69.1	100.7	 648	OK
 231	     0	68.0	99.0	 665	OK
 232	     0	69.0	100.0	 658	OK
 233	     0	71.3	103.1	 670	OK
 234	     0	68.3	98.8	 649	OK
 235	     0	69.1	100.2	 637	OK
 236	     0	68.8	98.5	 653	OK
 237	     0	68.2	98.5	 664	OK
 238	     0	69.4	99.4	 649	OK
 239	     0	71.3	103.9	 663	OK
 240	     0	71.3	101.9	 638	OK
 241	     0	70.4	100.5	 654	OK
 242	     0	70.5	101.7	 638	OK
 243	     0	69.7	101.9	 645	OK
 244	     0	70.8	100.7	 652	OK
 245	     0	68.4	99.5	 638	OK
 246	     0	69.4	99.7	 661	OK
 247	     0	69.1	102.8	 657	OK
 248	     0	68.1	99.4	 640	OK
 249	     0	71.4	103.6	 667	OK
 250	     0	69.6	102.0	 671	OK
 251	     0	70.5	102.3	 664	OK
 252	     0	70.8	104.9	 649	OK
 253	     0	71.1	101.2	 678	OK
 254	     0	69.7	101.9	 668	OK
 255	     0	70.3	102.1	 664	OK
 256	     0	81.1	114.4	 588	OK
 257	     0	80.0	114.5	 596	OK
 258	     0	80.1	114.5	 611	OK
 259	     0	81.9	114.8	 597	OK
 260	     0	82.8	115.2	 610	OK
 261	     0	81.9	114.2	 613	OK
 262	     0	82.1	114.4	 600	OK
 263	     0	81.0	112.9	 589	OK
 264	     0	79.8	110.8	 610	OK
 265	     0	80.7	115.2	 621	OK
 266	     0	80.3	112.3	 594	OK
 267	     0	81.5	116.3	 617	OK
 268	     0	82.7	115.5	 606	OK
 269	     0	80.5	111.7	 611	OK
 270	     0	81.4	115.5	 607	OK
 271	     0	83.0	115.9	 608	OK
 272	     0	80.5	113.4	 607	OK
 273	     0	83.4	117.6	 610	OK
 274	     0	81.3	113.2	 611	OK
 275	     0	81.3	112.3	 610	OK
 276	     0	79.9	114.9	 606	OK
 277	     0	80.4	113.6	 618	OK
 278	     0	79.9	111.0	 622	OK
 279	     0	79.6	113.4	 619	OK
 280	     0	81.1	114.9	 604	OK
 281	     0	79.6	113.8	 617	OK
 282	     0	79.7	111.8	 608	OK
 283	     0	83.1	116.5	 603	OK
 284	     0	83.9	117.9	 605	OK
 285	     0	81.3	113.8	 605	OK
 286	     0	80.2	114.4	 607	OK
 287	     0	77.8	110.5	 602	OK
