#chan	code	gain	vt50	innse	comment
   0	     0	77.3	147.8	 593	OK
   1	     0	72.8	137.7	 598	OK
   2	     0	74.3	142.7	 620	OK
   3	     0	74.5	143.0	 605	OK
   4	     0	73.2	142.7	 607	OK
   5	     0	73.4	141.0	 614	OK
   6	     0	75.0	145.4	 586	OK
   7	     0	73.1	138.2	 615	OK
   8	     0	71.9	138.3	 628	OK
   9	     0	73.2	140.9	 648	OK
  10	     0	72.5	139.6	 626	OK
  11	     0	74.1	141.5	 637	OK
  12	     0	73.5	142.0	 629	OK
  13	     0	71.8	139.0	 651	OK
  14	     0	72.2	139.1	 655	OK
  15	     0	72.2	140.1	 650	OK
  16	     0	74.2	139.9	 652	OK
  17	     0	74.0	141.2	 666	OK
  18	     0	73.4	142.8	 674	OK
  19	     0	75.0	144.5	 654	OK
  20	     0	71.0	136.6	 664	OK
  21	     0	71.3	134.9	 642	OK
  22	     0	73.8	140.4	 642	OK
  23	     0	72.8	138.4	 662	OK
  24	     0	73.4	141.6	 645	OK
  25	     0	73.7	141.8	 669	OK
  26	     0	75.3	142.8	 669	OK
  27	     0	74.9	143.1	 669	OK
  28	     0	73.7	138.7	 665	OK
  29	     0	76.0	144.5	 670	OK
  30	     0	74.4	143.5	 662	OK
  31	     0	72.6	141.0	 661	OK
  32	     0	71.7	138.9	 675	OK
  33	     0	74.7	144.4	 645	OK
  34	     0	72.9	141.3	 644	OK
  35	     0	74.4	143.0	 653	OK
  36	     0	71.5	139.2	 667	OK
  37	     0	74.7	141.1	 656	OK
  38	     0	73.9	142.6	 655	OK
  39	     0	75.1	142.5	 670	OK
  40	     0	72.0	138.8	 664	OK
  41	     0	71.8	137.5	 677	OK
  42	     0	73.5	141.8	 666	OK
  43	     0	73.9	142.2	 658	OK
  44	     0	74.5	142.6	 673	OK
  45	     0	74.6	143.0	 674	OK
  46	     0	70.3	134.7	 684	OK
  47	     0	70.8	137.4	 669	OK
  48	     0	73.3	141.5	 671	OK
  49	     0	73.3	139.8	 667	OK
  50	     0	76.0	147.4	 650	OK
  51	     0	75.2	142.8	 678	OK
  52	     0	73.6	139.6	 668	OK
  53	     0	75.3	143.2	 676	OK
  54	     0	75.5	144.4	 641	OK
  55	     0	72.1	137.2	 663	OK
  56	     0	75.0	143.3	 677	OK
  57	     0	73.9	141.0	 657	OK
  58	     0	74.2	142.1	 666	OK
  59	     0	75.7	145.3	 649	OK
  60	     0	73.9	142.8	 651	OK
  61	     0	75.2	145.1	 689	OK
  62	     0	74.6	144.2	 652	OK
  63	     0	73.1	142.5	 659	OK
  64	     0	72.7	140.0	 655	OK
  65	     0	74.6	141.2	 639	OK
  66	     0	74.2	141.2	 664	OK
  67	     0	75.2	143.8	 656	OK
  68	     0	74.5	143.8	 655	OK
  69	     0	71.8	139.4	 649	OK
  70	     0	73.3	138.4	 669	OK
  71	     0	72.4	137.8	 668	OK
  72	     0	73.0	139.0	 675	OK
  73	     0	75.2	143.1	 662	OK
  74	     0	71.3	137.4	 664	OK
  75	     0	75.3	143.8	 673	OK
  76	     0	75.9	145.0	 667	OK
  77	     0	73.6	139.2	 671	OK
  78	     0	75.7	144.6	 658	OK
  79	     0	74.8	142.6	 654	OK
  80	     0	73.0	140.0	 663	OK
  81	     0	76.3	146.1	 670	OK
  82	     0	74.5	141.0	 669	OK
  83	     0	75.4	143.3	 650	OK
  84	     0	75.4	143.2	 661	OK
  85	     0	75.1	142.9	 660	OK
  86	     0	75.7	144.3	 661	OK
  87	     0	73.6	142.1	 654	OK
  88	     0	74.4	142.5	 648	OK
  89	     0	76.3	145.2	 663	OK
  90	     0	74.0	140.1	 644	OK
  91	     0	73.4	142.2	 658	OK
  92	     0	71.8	135.8	 654	OK
  93	     0	71.8	137.7	 636	OK
  94	     0	72.8	141.1	 642	OK
  95	     0	75.5	143.8	 655	OK
  96	     0	74.2	142.5	 646	OK
  97	     0	76.1	144.4	 658	OK
  98	     0	72.9	141.1	 666	OK
  99	     0	73.2	141.0	 662	OK
 100	     0	72.1	137.7	 655	OK
 101	     0	76.1	144.9	 654	OK
 102	     0	74.2	141.3	 664	OK
 103	     0	71.9	138.2	 667	OK
 104	     0	72.7	137.7	 669	OK
 105	     0	74.2	139.9	 655	OK
 106	     0	74.2	143.0	 644	OK
 107	     0	73.7	141.5	 643	OK
 108	     0	74.7	142.4	 659	OK
 109	     0	75.6	143.1	 651	OK
 110	     0	74.7	144.4	 645	OK
 111	     0	76.2	142.8	 664	OK
 112	     0	73.8	141.3	 640	OK
 113	     0	73.3	141.3	 668	OK
 114	     0	73.9	140.4	 658	OK
 115	     0	73.7	140.3	 656	OK
 116	     0	74.6	141.7	 641	OK
 117	     0	75.4	142.1	 658	OK
 118	     0	72.9	138.6	 663	OK
 119	     0	73.8	141.5	 653	OK
 120	     0	74.8	142.2	 648	OK
 121	     0	75.0	142.1	 646	OK
 122	     0	75.2	142.9	 653	OK
 123	     0	74.7	141.2	 662	OK
 124	     0	73.1	140.5	 655	OK
 125	     0	75.6	144.9	 650	OK
 126	     0	77.7	149.6	 653	OK
 127	     0	74.6	143.0	 643	OK
 128	     0	74.6	142.6	 656	OK
 129	     0	78.5	148.4	 657	OK
 130	     0	77.9	147.5	 657	OK
 131	     0	76.0	145.4	 656	OK
 132	     0	74.1	142.2	 646	OK
 133	     0	77.4	147.8	 653	OK
 134	     0	78.0	146.1	 641	OK
 135	     0	75.2	144.4	 655	OK
 136	     0	75.8	144.9	 678	OK
 137	     0	76.3	144.4	 647	OK
 138	     0	77.0	147.8	 648	OK
 139	     0	75.3	144.3	 667	OK
 140	     0	77.8	147.3	 643	OK
 141	     0	76.5	143.8	 648	OK
 142	     0	73.6	141.1	 652	OK
 143	     0	75.7	143.0	 660	OK
 144	     0	75.1	141.2	 672	OK
 145	     0	74.1	140.1	 651	OK
 146	     0	77.4	148.5	 668	OK
 147	     0	75.5	143.5	 682	OK
 148	     0	77.7	147.4	 656	OK
 149	     0	75.8	144.5	 669	OK
 150	     0	77.2	146.5	 653	OK
 151	     0	75.0	142.0	 643	OK
 152	     0	75.8	143.2	 653	OK
 153	     0	76.7	145.4	 664	OK
 154	     0	77.1	145.2	 663	OK
 155	     0	76.8	144.3	 644	OK
 156	     0	75.1	143.3	 661	OK
 157	     0	77.4	145.8	 650	OK
 158	     0	77.1	145.7	 657	OK
 159	     0	76.8	145.5	 647	OK
 160	     0	77.9	146.6	 648	OK
 161	   200	80.9	153.5	 650	high gain
 162	     0	76.9	145.5	 647	OK
 163	     0	76.0	143.4	 651	OK
 164	     0	77.0	146.2	 678	OK
 165	     0	75.8	145.2	 646	OK
 166	     0	77.4	145.1	 648	OK
 167	     0	76.3	144.5	 663	OK
 168	     0	76.4	144.0	 648	OK
 169	     0	75.7	145.4	 647	OK
 170	     0	77.0	145.7	 671	OK
 171	     0	75.7	144.0	 644	OK
 172	     0	76.3	145.4	 633	OK
 173	     0	77.7	146.1	 648	OK
 174	     0	74.8	143.3	 661	OK
 175	     0	77.4	146.3	 637	OK
 176	     0	75.8	143.9	 640	OK
 177	     0	78.6	148.0	 634	OK
 178	     0	75.8	143.5	 646	OK
 179	     0	76.3	145.0	 638	OK
 180	     0	76.7	144.4	 642	OK
 181	     0	76.4	145.1	 617	OK
 182	     0	76.5	143.9	 645	OK
 183	     0	74.5	141.1	 628	OK
 184	     0	77.8	148.0	 648	OK
 185	     0	76.2	145.2	 646	OK
 186	     0	76.0	143.9	 651	OK
 187	     0	76.7	144.3	 650	OK
 188	     0	77.1	146.7	 642	OK
 189	     0	79.2	150.9	 651	OK
 190	     0	74.5	140.8	 642	OK
 191	     0	75.2	142.7	 639	OK
 192	     0	75.6	141.6	 628	OK
 193	     0	76.5	144.5	 643	OK
 194	     0	75.9	143.7	 646	OK
 195	     0	76.5	144.2	 650	OK
 196	     0	75.0	141.3	 657	OK
 197	     0	75.3	143.0	 612	OK
 198	     0	75.7	144.0	 634	OK
 199	     0	76.1	143.4	 643	OK
 200	     0	75.1	141.4	 650	OK
 201	     0	77.9	148.2	 645	OK
 202	     0	74.6	140.4	 629	OK
 203	     0	77.5	145.6	 633	OK
 204	     0	76.7	144.1	 633	OK
 205	     0	76.8	147.5	 624	OK
 206	     0	74.6	139.8	 647	OK
 207	     0	74.6	142.0	 627	OK
 208	     0	75.3	142.9	 619	OK
 209	     0	73.9	140.5	 644	OK
 210	     0	75.9	145.0	 631	OK
 211	     0	74.8	142.6	 637	OK
 212	     0	75.0	143.7	 646	OK
 213	     0	74.9	142.0	 634	OK
 214	     0	75.2	142.8	 621	OK
 215	     0	74.6	141.0	 639	OK
 216	     0	74.8	142.3	 643	OK
 217	     0	75.8	144.1	 654	OK
 218	     0	75.2	141.9	 653	OK
 219	     0	75.3	141.0	 649	OK
 220	     0	77.6	147.0	 652	OK
 221	     0	74.9	142.0	 670	OK
 222	     0	75.2	142.1	 659	OK
 223	     0	75.3	139.2	 668	OK
 224	     0	75.6	144.6	 656	OK
 225	     0	75.6	142.9	 651	OK
 226	     0	76.0	144.9	 658	OK
 227	     0	75.2	142.9	 667	OK
 228	     0	74.1	140.9	 653	OK
 229	     0	75.4	141.9	 661	OK
 230	     0	76.7	144.6	 666	OK
 231	     0	76.2	144.9	 654	OK
 232	     0	76.3	145.9	 649	OK
