#chan	code	gain	vt50	innse	comment
   0	     0	76.5	145.8	 609	OK
   1	     0	72.4	140.0	 616	OK
   2	     0	73.4	142.0	 598	OK
   3	     0	73.6	142.4	 611	OK
   4	     0	72.4	139.7	 612	OK
   5	     0	72.9	139.8	 626	OK
   6	     0	74.6	145.1	 609	OK
   7	     0	72.4	139.7	 625	OK
   8	     0	71.2	139.1	 625	OK
   9	     0	72.5	139.8	 631	OK
  10	     0	71.9	139.0	 632	OK
  11	     0	73.3	140.4	 615	OK
  12	     0	73.0	140.9	 623	OK
  13	     0	71.2	138.0	 650	OK
  14	     0	71.5	138.2	 656	OK
  15	     0	71.5	138.1	 657	OK
  16	     0	73.7	141.4	 673	OK
  17	     0	73.5	142.1	 675	OK
  18	     0	72.6	138.2	 639	OK
  19	     0	74.3	143.2	 662	OK
  20	     0	70.5	136.4	 666	OK
  21	     0	70.8	137.9	 656	OK
  22	     0	73.1	139.4	 684	OK
  23	     0	71.9	137.6	 664	OK
  24	     0	72.6	141.5	 674	OK
  25	     0	73.1	141.0	 671	OK
  26	     0	74.5	142.5	 673	OK
  27	     0	74.2	141.8	 674	OK
  28	     0	73.1	138.2	 664	OK
  29	     0	75.2	143.2	 669	OK
  30	     0	73.7	142.1	 649	OK
  31	     0	71.8	139.8	 661	OK
  32	     0	71.1	137.9	 665	OK
  33	     0	73.9	143.1	 656	OK
  34	     0	72.1	139.9	 667	OK
  35	     0	73.5	142.0	 662	OK
  36	     0	71.0	135.9	 644	OK
  37	     0	73.9	143.1	 664	OK
  38	     0	73.2	141.5	 668	OK
  39	     0	74.2	141.0	 679	OK
  40	     0	71.4	138.2	 658	OK
  41	     0	71.1	136.5	 656	OK
  42	     0	72.8	140.6	 654	OK
  43	     0	73.4	141.0	 670	OK
  44	     0	74.0	142.0	 647	OK
  45	     0	73.9	142.0	 672	OK
  46	     0	69.5	133.9	 678	OK
  47	     0	70.2	135.6	 663	OK
  48	     0	72.3	140.0	 660	OK
  49	     0	72.6	139.2	 665	OK
  50	     0	75.1	143.7	 662	OK
  51	     0	74.6	141.5	 673	OK
  52	     0	72.9	139.2	 675	OK
  53	     0	74.6	142.0	 680	OK
  54	     0	74.8	143.0	 656	OK
  55	     0	71.4	138.7	 656	OK
  56	     0	74.2	142.7	 653	OK
  57	     0	73.1	139.5	 644	OK
  58	     0	73.5	140.2	 672	OK
  59	     0	75.0	143.7	 658	OK
  60	     0	73.3	142.1	 686	OK
  61	     0	74.6	143.2	 668	OK
  62	     0	74.2	143.5	 670	OK
  63	     0	72.5	138.7	 684	OK
  64	     0	71.9	138.8	 664	OK
  65	     0	73.9	142.6	 660	OK
  66	     0	73.5	139.8	 680	OK
  67	     0	74.4	143.9	 681	OK
  68	     0	73.8	141.4	 652	OK
  69	     0	71.2	138.6	 679	OK
  70	     0	72.7	137.2	 664	OK
  71	     0	71.6	136.7	 660	OK
  72	     0	72.3	140.4	 662	OK
  73	     0	74.5	141.3	 653	OK
  74	     0	70.5	137.0	 659	OK
  75	     0	74.5	142.7	 653	OK
  76	     0	75.1	143.6	 695	OK
  77	     0	72.9	138.1	 660	OK
  78	     0	75.1	144.2	 654	OK
  79	     0	74.0	141.9	 664	OK
  80	     0	72.2	139.7	 661	OK
  81	     0	75.5	145.5	 655	OK
  82	     0	73.7	139.8	 652	OK
  83	     0	74.5	142.1	 645	OK
  84	     0	74.8	141.9	 659	OK
  85	     0	74.4	144.8	 665	OK
  86	     0	75.1	143.2	 668	OK
  87	     0	72.8	137.6	 658	OK
  88	     0	73.7	140.9	 672	OK
  89	     0	75.5	144.2	 655	OK
  90	     0	73.2	139.3	 665	OK
  91	     0	72.5	138.7	 669	OK
  92	     0	71.0	137.8	 642	OK
  93	     0	71.1	136.9	 656	OK
  94	     0	72.1	139.9	 632	OK
  95	     0	74.7	142.3	 679	OK
  96	     0	73.5	141.4	 674	OK
  97	     0	75.3	143.9	 657	OK
  98	     0	72.4	139.7	 654	OK
  99	     0	72.6	137.5	 667	OK
 100	     0	71.4	137.7	 665	OK
 101	     0	75.5	143.8	 682	OK
 102	     0	73.5	143.4	 655	OK
 103	     0	71.2	137.1	 678	OK
 104	     0	72.1	139.3	 658	OK
 105	     0	73.5	141.4	 662	OK
 106	     0	73.5	138.2	 673	OK
 107	     0	73.0	138.7	 657	OK
 108	     0	74.0	141.4	 651	OK
 109	     0	74.8	142.4	 664	OK
 110	     0	73.8	140.7	 673	OK
 111	     0	75.4	141.8	 666	OK
 112	     0	73.3	140.7	 641	OK
 113	     0	72.4	139.7	 668	OK
 114	     0	73.3	139.5	 671	OK
 115	     0	73.0	139.2	 661	OK
 116	     0	73.9	140.9	 648	OK
 117	     0	74.7	144.0	 659	OK
 118	     0	72.2	138.2	 659	OK
 119	     0	73.0	140.2	 660	OK
 120	     0	74.1	140.7	 650	OK
 121	     0	74.1	140.5	 650	OK
 122	     0	74.5	141.9	 658	OK
 123	     0	74.0	140.6	 655	OK
 124	     0	72.5	140.0	 665	OK
 125	     0	74.8	144.5	 655	OK
 126	     0	77.0	145.2	 649	OK
 127	     0	73.7	138.6	 639	OK
 128	     0	73.9	141.8	 666	OK
 129	     0	77.7	144.8	 655	OK
 130	     0	77.0	143.5	 669	OK
 131	     0	75.4	144.7	 659	OK
 132	     0	73.5	138.6	 678	OK
 133	     0	77.0	147.4	 648	OK
 134	     0	77.1	144.9	 665	OK
 135	     0	74.7	142.3	 644	OK
 136	     0	75.4	145.3	 644	OK
 137	     0	75.6	143.9	 651	OK
 138	     0	76.5	144.6	 665	OK
 139	     0	74.7	143.6	 685	OK
 140	     0	77.4	146.7	 659	OK
 141	     0	75.9	142.6	 659	OK
 142	     0	73.0	137.8	 670	OK
 143	     0	75.2	142.2	 669	OK
 144	     0	74.4	140.6	 668	OK
 145	     0	73.9	142.3	 649	OK
 146	     0	76.9	147.3	 654	OK
 147	     0	75.0	142.9	 679	OK
 148	     0	77.2	145.2	 668	OK
 149	     0	75.2	144.2	 652	OK
 150	     0	76.5	145.7	 658	OK
 151	     0	74.2	141.8	 654	OK
 152	     0	75.3	142.2	 665	OK
 153	     0	76.1	146.9	 663	OK
 154	     0	76.2	144.5	 663	OK
 155	     0	76.1	143.5	 660	OK
 156	     0	74.5	142.5	 663	OK
 157	     0	76.9	147.8	 662	OK
 158	     0	76.5	145.0	 670	OK
 159	     0	76.2	145.1	 667	OK
 160	     0	77.3	146.8	 655	OK
 161	   200	80.3	152.9	 650	high gain
 162	     0	76.3	144.3	 651	OK
 163	     0	75.4	145.0	 674	OK
 164	     0	76.3	145.3	 645	OK
 165	     0	75.3	144.5	 656	OK
 166	     0	76.7	144.9	 653	OK
 167	     0	76.0	144.1	 666	OK
 168	     0	75.9	142.9	 660	OK
 169	     0	75.0	144.1	 652	OK
 170	     0	76.3	144.3	 668	OK
 171	     0	75.0	143.7	 661	OK
 172	     0	75.8	144.0	 677	OK
 173	     0	77.1	145.4	 682	OK
 174	     0	74.0	142.3	 667	OK
 175	     0	76.6	145.0	 650	OK
 176	     0	75.2	142.6	 652	OK
 177	     0	78.0	147.2	 651	OK
 178	     0	75.1	142.9	 658	OK
 179	     0	75.8	144.1	 646	OK
 180	     0	76.1	146.8	 656	OK
 181	     0	75.9	144.3	 634	OK
 182	     0	75.9	146.0	 642	OK
 183	     0	73.8	142.4	 624	OK
 184	     0	77.1	146.8	 653	OK
 185	     0	75.6	144.8	 641	OK
