#chan	code	gain	vt50	innse	comment
   0	 80000	73.5	128.1	3095	very high noise
   1	 80000	72.9	135.0	3180	very high noise
   2	 80000	75.1	133.8	3083	very high noise
   3	 80000	73.4	132.9	2935	very high noise
   4	 80000	75.7	138.0	2761	very high noise
   5	 80000	75.1	139.2	2631	very high noise
   6	 80000	75.6	137.4	2516	very high noise
   7	 80000	75.0	133.5	2447	very high noise
   8	 80000	74.8	135.7	2274	very high noise
   9	 50000	0.0	101.4	   0	very low gain
  10	 80000	75.6	137.4	2385	very high noise
  11	 80000	74.1	132.6	2675	very high noise
  12	 80000	74.2	132.1	2748	very high noise
  13	 80000	74.9	136.8	2741	very high noise
  14	 80000	74.7	137.5	2509	very high noise
  15	 80000	77.0	139.4	2471	very high noise
  16	 80000	73.6	118.2	2969	very high noise
  17	 80000	73.1	136.5	3153	very high noise
  18	 80000	71.5	128.2	3226	very high noise
  19	 80000	72.7	131.0	3212	very high noise
  20	 80000	72.9	129.4	3234	very high noise
  21	 80000	72.6	134.5	3212	very high noise
  22	 80000	71.3	127.9	3228	very high noise
  23	 80000	71.8	118.5	3229	very high noise
  24	 80000	72.4	136.3	3221	very high noise
  25	 80000	71.9	131.9	3124	very high noise
  26	 80000	73.6	119.3	2933	very high noise
  27	 80000	77.1	138.1	2527	very high noise
  28	 80000	78.0	142.9	2391	very high noise
  29	 80000	75.3	135.6	2736	very high noise
  30	 80000	71.4	128.2	2925	very high noise
  31	 80000	71.6	130.9	2954	very high noise
  32	 80000	73.6	136.5	2941	very high noise
  33	 80000	72.6	131.7	2936	very high noise
  34	 80000	74.3	133.8	2927	very high noise
  35	 80000	74.5	125.2	2957	very high noise
  36	 80000	74.3	141.8	2967	very high noise
  37	 80000	71.8	131.4	2986	very high noise
  38	 80000	75.4	134.1	2990	very high noise
  39	 80000	72.0	133.6	2983	very high noise
  40	 80000	75.3	128.9	2905	very high noise
  41	 80000	74.2	133.1	2646	very high noise
  42	 80000	74.6	139.2	2317	very high noise
  43	 80000	76.3	125.6	2651	very high noise
  44	 80000	73.7	132.9	2871	very high noise
  45	 80000	72.1	128.9	2951	very high noise
  46	 80000	71.0	128.4	2915	very high noise
  47	 80000	73.6	131.1	2988	very high noise
  48	 80000	74.8	133.4	2990	very high noise
  49	 80000	75.3	134.8	2968	very high noise
  50	 80000	75.9	135.6	2950	very high noise
  51	 80000	74.0	129.9	2984	very high noise
  52	 80000	73.1	131.4	2929	very high noise
  53	 80000	74.1	128.9	2916	very high noise
  54	 80000	74.0	130.4	2920	very high noise
  55	 80000	76.0	134.1	2899	very high noise
  56	 80000	74.8	135.6	2810	very high noise
